LE_at_birth,Access_to_Electricity,Gender_Development_Index,Human_Development_Index,Gender_Inequality_Index
60.86,27.0,0.965,0.588,0.546
43.817,10.4,0.69,0.227,0.795
76.91658537,100.0,0.983,0.855,0.113
74.80731707,100.0,0.977,0.858,0.122
74.67073171,100.0,0.964,0.833,0.223
67.542,100.0,0.952,0.606,0.513
71.59512195,100.0,0.974,0.731,0.252
77.584,100.0,0.979,0.741,0.181
69.56341463,99.7,0.993,0.68,0.489
46.575,27.89725304,0.799,0.393,0.718
56.996,9.1,0.748,0.374,0.697
72.44878049,100.0,1.023,0.701,0.263
76.935,100.0,1.003,0.84,0.09
50.87,6.1,0.754,0.369,0.651
68.13073171,100.0,1.013,0.703,0.474
73.579,96.36306,1.022,0.711,0.499
75.4195122,99.9,0.987,0.88,0.294
46.209,14.21320724,0.862,0.414,0.64
61.347,31.16366768,0.899,0.496,0.596
78.716,100.0,0.959,0.755,0.635
73.172,98.6,0.97,0.744,0.429
77.87804878,100.0,0.964,0.9,0.179
76.4195122,100.0,0.935,0.787,0.236
76.69170732,100.0,0.966,0.858,0.162
46.979,17.8,0.701,0.395,0.712
71.20878049,100.0,0.989,0.903,0.376
70.316,74.02038574,0.901,0.574,0.553
73.211,100.0,0.979,0.736,0.397
70.655,13.88456631,0.965,0.578,0.476
77.87170732,100.0,0.976,0.83,0.185
78.35,100.0,0.938,0.833,0.062
65.672,95.51807404,1.015,0.722,0.488
51.737,49.7,0.779,0.436,0.68
53.528,3.3,0.837,0.436,0.703
69.613,92.72196198,0.971,0.64,0.519
74.72,100.0,0.976,0.77,0.331
71.33878049,31.8,0.945,0.762,0.425
63.38,95.9,0.943,0.858,0.506
75.37512195,100.0,0.988,0.809,0.095
68.792,84.02422333,0.909,0.612,0.563
56.022,95.64853668,0.836,0.632,0.638
77.90146341,100.0,0.958,0.789,0.151
66.5,100.0,0.962,0.712,0.451
76.39560976,100.0,0.989,0.841,0.093
77.88780488,100.0,0.982,0.736,0.202
76.88536585,100.0,0.964,0.828,0.216
54.411,30.36940575,0.813,0.477,0.669
77.63902439,100.0,0.954,0.774,0.27
80.74634146,100.0,0.986,0.731,0.401
65.88,62.8,0.872,0.558,0.476
50.842,49.0,0.714,0.452,0.704
76.463,100.0,0.967,0.771,0.193
79.24707317,93.9,0.982,0.835,0.149
77.40243902,100.0,0.926,0.808,0.244
76.12439024,100.0,0.989,0.804,0.553
70.699,85.1,0.832,0.644,0.646
75.41219512,100.0,0.993,0.768,0.161
59.122,70.2,0.876,0.473,0.706
73.39756098,92.9,0.901,0.773,0.421
75.763,100.0,0.947,0.733,0.593
78.124,99.3,1.001,0.693,0.328
65.66439024,100.0,0.978,0.687,0.22
64.346,52.5,0.74,0.475,0.652
65.07,100.0,0.966,0.731,0.485
74.08,95.238294,0.916,0.674,0.485
73.875,97.0,0.884,0.751,0.45
70.15853659,99.15496826,0.872,0.769,0.157
43.561,6.8,0.863,0.326,0.723
59.846,70.2,0.966,0.538,0.331
48.286,4.57177639,0.697,0.232,0.795
77.37512195,100.0,0.944,0.881,0.107
77.6897561,100.0,0.976,0.873,0.181
79.274,100.0,0.944,0.846,0.447
67.942,73.3,0.95,0.609,0.508
71.69512195,100.0,0.979,0.741,0.216
74.91463415,100.0,0.976,0.754,0.228
69.5097561,100.0,0.957,0.682,0.482
56.644,28.38453484,0.758,0.43,0.727
56.955,27.19048691,0.751,0.374,0.671
72.3,100.0,0.966,0.711,0.527
78.6502439,100.0,0.995,0.939,0.083
71.615,51.4,0.807,0.717,0.495
50.797,3.300647259,0.867,0.369,0.621
46.353,3.379020214,0.824,0.336,0.655
67.54121951,100.0,1.013,0.689,0.368
73.728,96.54244995,0.984,0.715,0.434
75.6195122,87.9,0.957,0.685,0.299
45.854,14.94175911,0.868,0.45,0.647
62.987,28.1,0.845,0.486,0.595
72.695,100.0,1.03,0.762,0.194
73.133,93.83446503,0.963,0.745,0.605
77.82926829,100.0,0.97,0.882,0.176
74.133,100.0,0.952,0.886,0.17
76.84073171,100.0,0.952,0.865,0.159
57.823,18.33804512,0.897,0.54,0.708
71.05341463,100.0,0.988,0.795,0.342
69.887,46.8,0.903,0.62,0.448
73.298,100.0,0.972,0.739,0.391
65.412,100.0,0.968,0.583,0.561
47.35,3.0,0.744,0.323,0.743
77.97731707,100.0,0.981,0.876,0.182
78.41707317,97.7,0.937,0.746,0.355
71.86585366,100.0,0.937,0.728,0.483
51.61,43.63125229,0.787,0.442,0.684
53.222,36.14777374,0.806,0.435,0.702
69.933,70.3,0.901,0.645,0.515
75.133,100.0,1.0,0.776,0.392
73.07487805,100.0,0.949,0.77,0.229
76.42195122,100.0,0.944,0.855,0.14
75.21268293,100.0,0.943,0.755,0.376
68.988,84.79090881,0.974,0.631,0.639
66.312,95.5,0.86,0.679,0.635
72.049,100.0,0.974,0.796,0.379
74.544,100.0,1.024,0.725,0.374
76.763,100.0,0.842,0.715,0.345
77.75121951,100.0,0.929,0.828,0.197
82.64878049,100.0,0.992,0.828,0.235
56.565,32.4504509,0.836,0.388,0.625
77.88780488,100.0,0.946,0.858,0.345
68.39609756,99.4,0.946,0.712,0.286
69.79170732,100.0,0.981,0.735,0.314
65.237,67.1,0.945,0.512,0.571
57.6,51.40877533,0.717,0.486,0.701
75.46980488,100.0,0.964,0.777,0.191
77.98439024,100.0,0.978,0.833,0.157
76.931,100.0,0.928,0.811,0.242
68.687,100.0,0.948,0.81,0.195
70.87,98.32859802,0.785,0.651,0.379
79.53609756,100.0,0.946,0.863,0.159
55.617,5.427343369,0.878,0.475,0.704
73.7,100.0,0.98,0.766,0.249
77.179,100.0,0.962,0.759,0.28
69.00634146,100.0,0.943,0.701,0.462
66.39121951,100.0,0.979,0.696,0.392
64.736,14.6,0.715,0.478,0.723
65.099,100.0,0.97,0.618,0.429
75.289,95.89446259,0.955,0.807,0.479
77.2902439,100.0,0.893,0.74,0.303
70.32585366,77.2,0.902,0.749,0.485
43.641,2.471727133,0.841,0.367,0.69
58.634,29.95214844,0.963,0.582,0.545
45.774,3.300647259,0.82,0.561,0.797
77.40463415,91.0,0.948,0.931,0.096
80.74634146,100.0,0.978,0.871,0.26
76.73414634,100.0,0.967,0.834,0.223
72.385,96.18231201,0.943,0.69,0.523
62.977,100.0,0.952,0.612,0.503
71.89268293,100.0,0.985,0.746,0.227
78.34878049,23.0,0.979,0.756,0.444
69.009,83.5,0.94,0.623,0.588
69.45609756,100.0,0.896,0.688,0.474
51.991,28.8697834,0.654,0.446,0.723
56.839,28.85719109,0.757,0.375,0.671
66.33,76.995504,0.932,0.622,0.527
72.25365854,100.0,0.97,0.865,0.242
73.95853659,100.0,0.976,0.76,0.236
78.7404878,100.0,0.963,0.911,0.075
68.17,81.78847504,0.96,0.676,0.412
71.988,88.7,0.955,0.744,0.279
48.812,4.269067287,0.866,0.37,0.651
46.567,6.8,0.829,0.342,0.654
75.70512195,100.0,1.017,0.684,0.383
73.896,99.7,1.015,0.761,0.434
75.62195122,98.2,0.941,0.885,0.284
72.143,99.0,0.975,0.679,0.553
45.553,15.66827202,0.822,0.413,0.642
50.531,4.1,0.901,0.477,0.594
76.4195122,100.0,0.96,0.767,0.624
73.307,94.16493988,0.96,0.534,0.583
81.07609756,99.3,0.965,0.884,0.56
76.87073171,100.0,0.952,0.853,0.144
77.18731707,100.0,0.97,0.872,0.16
72.878,14.5,1.02,0.65,0.305
54.658,21.14438629,0.716,0.441,0.692
70.62,26.5,0.99,0.784,0.23
67.076,64.5,0.909,0.623,0.537
73.546,100.0,0.988,0.764,0.265
54.357,50.3,0.959,0.583,0.44
48.232,3.334915638,0.744,0.319,0.742
78.2202439,100.0,0.98,0.879,0.176
79.63414634,100.0,0.988,0.87,0.107
74.899,95.617315,0.97,0.735,0.563
51.52,44.64821243,0.788,0.448,0.681
52.82,9.4,0.836,0.434,0.701
70.189,100.0,0.957,0.653,0.513
72.058,100.0,0.937,0.781,0.285
73.71463415,100.0,0.926,0.661,0.425
81.11219512,100.0,0.944,0.868,0.14
75.59146341,100.0,0.978,0.882,0.087
69.097,85.3,0.992,0.534,0.55
66.742,96.15432739,0.842,0.613,0.633
78.1204878,100.0,0.966,0.802,0.189
75.786,100.0,0.951,0.742,0.353
81.66341463,100.0,1.007,0.854,0.097
77.95365854,100.0,0.917,0.833,0.189
77.08780488,100.0,0.972,0.936,0.237
56.82,36.9,0.841,0.487,0.62
77.68536585,97.0,0.95,0.778,0.345
76.73414634,100.0,0.944,0.724,0.32
80.38536585,100.0,0.977,0.796,0.3
57.596,72.39,0.877,0.578,0.566
60.281,53.00352097,0.726,0.451,0.671
75.95365854,100.0,0.974,0.785,0.195
78.77780488,100.0,0.983,0.838,0.156
78.10487805,100.0,0.931,0.818,0.24
78.52195122,100.0,1.03,0.799,0.191
71.802,85.2,0.97,0.655,0.637
80.2197561,100.0,0.947,0.853,0.277
55.161,8.3,0.881,0.477,0.704
74.15121951,99.7,0.997,0.793,0.226
81.12195122,100.0,0.961,0.741,0.592
68.74,100.0,1.003,0.717,0.609
68.77658537,100.0,1.022,0.711,0.363
65.238,62.27459335,0.739,0.49,0.719
64.241,100.0,0.955,0.617,0.606
72.037,96.093624,0.951,0.681,0.404
47.792,6.2,0.748,0.457,0.671
74.436,100.0,0.981,0.756,0.322
70.32292683,99.20209503,0.904,0.654,0.474
48.286,2.927073479,0.797,0.368,0.706
59.796,69.3,0.959,0.571,0.546
46.552,7.0,0.707,0.243,0.68
77.43560976,100.0,0.95,0.882,0.08
79.5804878,100.0,0.978,0.879,0.11
59.981,17.9,0.766,0.442,0.705
76.78780488,100.0,1.018,0.857,0.097
72.675,77.49204254,0.959,0.512,0.516
61.134,70.24495697,0.953,0.715,0.499
61.105,11.0,0.85,0.43,0.597
69.78439024,100.0,0.963,0.691,0.217
74.059,100.0,0.983,0.787,0.223
69.202,86.26005554,0.943,0.682,0.583
69.5097561,100.0,0.958,0.693,0.469
52.276,29.3523159,0.8,0.379,0.719
56.672,30.52117729,0.85,0.376,0.671
67.076,77.883,0.929,0.622,0.526
72.65365854,100.0,0.973,0.853,0.235
74.45853659,100.0,0.979,0.771,0.223
73.772,38.9,0.999,0.868,0.109
68.323,100.0,0.96,0.678,0.67
76.44146341,96.6,0.82,0.62,0.485
50.744,9.4,0.868,0.372,0.648
46.67,2.811104298,0.831,0.354,0.654
67.02243902,89.6,1.015,0.685,0.463
74.574,100.0,1.018,0.723,0.425
76.02682927,99.0,0.986,0.887,0.291
72.111,99.9,0.973,0.709,0.555
61.459,57.6,0.961,0.656,0.472
45.233,17.3,0.876,0.414,0.645
59.536,32.33729553,0.897,0.476,0.572
72.937,100.0,0.962,0.824,0.245
73.09,94.49201202,0.97,0.756,0.419
78.4804878,100.0,0.964,0.877,0.165
77.3195122,100.0,0.955,0.857,0.155
77.37073171,100.0,0.937,0.83,0.158
55.978,34.2,0.744,0.43,0.673
61.427,22.4,0.736,0.453,0.699
70.35121951,100.0,0.987,0.706,0.329
69.212,76.69658661,0.911,0.626,0.674
73.547,100.0,0.99,0.747,0.383
53.448,20.59707832,0.954,0.586,0.481
46.319,3.830210209,0.745,0.322,0.795
78.41243902,100.0,0.98,0.88,0.169
79.0795122,100.0,0.938,0.875,0.1
73.211,100.0,0.97,0.744,0.467
59.377,45.66176987,0.801,0.456,0.68
52.737,38.4354744,0.836,0.435,0.699
72.92,93.58891296,0.971,0.66,0.632
75.841,100.0,0.939,0.811,0.267
73.82487805,100.0,0.954,0.787,0.259
77.07317073,100.0,0.945,0.874,0.27
75.94512195,100.0,0.98,0.869,0.089
69.166,73.3,0.926,0.627,0.543
69.636,48.3,0.929,0.619,0.635
78.60414634,100.0,0.963,0.808,0.141
69.8097561,100.0,1.018,0.735,0.333
78.12926829,38.1,1.002,0.863,0.087
78.30487805,100.0,0.989,0.838,0.183
77.21097561,100.0,0.972,0.83,0.333
62.399,36.60369492,0.829,0.492,0.618
78.13658537,100.0,0.991,0.789,0.25
72.49512195,100.0,0.978,0.732,0.277
77.584,100.0,0.976,0.749,0.295
63.045,82.0,0.876,0.589,0.563
52.976,54.59486389,0.734,0.471,0.688
75.98536585,100.0,0.976,0.754,0.198
78.88536585,100.0,0.987,0.844,0.163
78.10487805,100.0,0.934,0.825,0.233
71.41219512,55.8,0.953,0.859,0.184
71.272,88.0,0.937,0.661,0.632
68.169,95.13315582,0.947,0.751,0.157
54.816,68.8,0.912,0.398,0.511
74.60243902,100.0,0.93,0.806,0.236
72.613,100.0,1.001,0.786,0.581
70.90902439,100.0,1.0,0.794,0.277
69.34926829,81.2,1.021,0.722,0.339
68.909,64.10268402,0.992,0.736,0.44
65.172,100.0,0.968,0.626,0.462
72.445,99.3,0.978,0.688,0.472
48.531,4.28854084,0.739,0.289,0.743
77.73902439,100.0,0.987,0.766,0.277
47.408,2.811104298,0.821,0.272,0.618
70.40487805,99.3,0.904,0.66,0.647
43.131,3.379020214,0.863,0.369,0.705
55.558,19.0,0.958,0.562,0.589
53.59,6.235727787,0.712,0.248,0.783
77.79439024,100.0,0.986,0.883,0.1
76.43414634,100.0,0.981,0.885,0.103
60.771,18.13286781,0.776,0.449,0.7
77.33414634,100.0,0.978,0.865,0.154
72.97,78.29434967,0.963,0.643,0.523
68.884,71.35339355,0.955,0.455,0.497
61.377,19.2,0.852,0.432,0.656
75.785,100.0,0.986,0.766,0.206
75.41219512,100.0,0.982,0.778,0.228
69.325,100.0,1.014,0.56,0.579
71.644,89.0,0.961,0.622,0.462
40.64,1.027835965,0.868,0.45,0.659
52.833,29.83145714,0.808,0.388,0.717
56.591,32.2,0.769,0.377,0.672
67.895,80.03151703,0.927,0.597,0.522
72.70487805,100.0,0.975,0.741,0.23
74.70731707,100.0,0.98,0.782,0.205
79.19756098,100.0,1.002,0.879,0.063
68.49,83.31685638,0.959,0.68,0.405
72.863,92.0,0.826,0.627,0.467
50.624,6.197068214,0.866,0.394,0.646
45.409,3.94494772,0.837,0.364,0.652
67.57634146,100.0,0.974,0.689,0.446
68.9104878,97.06565094,1.02,0.735,0.42
78.94390244,100.0,0.963,0.89,0.282
72.703,98.7,0.975,0.685,0.553
71.802,78.4,0.951,0.56,0.358
60.805,69.48335266,0.946,0.651,0.623
44.945,17.11245918,0.845,0.413,0.579
47.993,27.9,0.899,0.472,0.594
73.066,100.0,0.96,0.756,0.609
73.474,100.0,0.97,0.762,0.415
78.63170732,100.0,0.958,0.891,0.169
66.201,100.0,0.88,0.635,0.51
46.552,10.2,0.842,0.294,0.615
81.11219512,100.0,0.971,0.878,0.157
47.993,19.5782547,0.751,0.402,0.672
63.917,18.5,0.748,0.467,0.695
71.06097561,100.0,0.986,0.716,0.447
70.876,77.58140564,0.915,0.626,0.331
73.728,40.6,0.995,0.748,0.379
64.329,22.82732964,0.969,0.586,0.573
46.025,8.5,0.745,0.325,0.739
82.80487805,100.0,0.979,0.732,0.162
79.32439024,100.0,0.982,0.88,0.12
75.669,97.241124,0.94,0.719,0.531
51.108,46.67124557,0.885,0.461,0.714
53.863,40.7,0.835,0.436,0.594
70.564,93.87064362,0.917,0.665,0.508
76.182,100.0,0.943,0.819,0.27
74.51463415,100.0,0.956,0.792,0.197
77.47560976,100.0,0.966,0.922,0.136
76.13902439,100.0,0.984,0.876,0.262
68.49,100.0,0.931,0.633,0.518
67.471,96.64652252,0.84,0.777,0.63
80.717,100.0,0.964,0.813,0.142
75.92439024,100.0,1.022,0.768,0.326
78.16829268,100.0,0.975,0.873,0.086
71.20878049,100.0,0.984,0.725,0.393
75.75853659,100.0,0.979,0.848,0.24
57.6,42.6,0.851,0.497,0.614
77.83902439,100.0,0.962,0.743,0.244
63.901,69.7,0.91,0.527,0.543
72.31707317,100.0,0.95,0.742,0.263
74.135,100.0,0.982,0.8,0.304
69.979,80.94,0.947,0.585,0.557
61.792,56.18213272,0.741,0.478,0.678
76.1804878,97.3,0.98,0.771,0.175
79.60243902,100.0,0.984,0.86,0.165
78.14878049,100.0,0.937,0.887,0.235
78.84146341,100.0,0.956,0.829,0.182
65.672,100.0,0.844,0.666,0.604
81.28536585,100.0,0.949,0.75,0.161
54.526,7.9,0.882,0.505,0.693
78.14878049,100.0,0.925,0.804,0.219
67.013,100.0,0.969,0.789,0.571
71.2195122,100.0,1.003,0.744,0.265
69.01219512,100.0,0.954,0.733,0.33
66.018,31.5,0.763,0.501,0.711
58.462,23.3,0.866,0.487,0.447
72.845,90.4,0.976,0.665,0.32
49.164,10.2,0.752,0.299,0.735
77.87,100.0,0.908,0.776,0.166
48.024,11.4,0.826,0.389,0.559
70.60731707,95.44846344,0.909,0.667,0.503
42.848,3.826887608,0.758,0.369,0.608
54.101,32.99179077,0.951,0.557,0.548
48.191,9.4,0.719,0.256,0.794
77.88292683,100.0,0.952,0.886,0.092
78.32926829,100.0,0.985,0.895,0.103
61.549,21.7325325,0.902,0.463,0.697
78.08536585,100.0,0.979,0.874,0.2
61.09,70.46,0.628,0.43,0.775
61.75,79.09257507,0.982,0.864,0.524
69.1,71.3,0.938,0.63,0.501
60.629,17.2,0.884,0.435,0.657
72.99756098,100.0,0.988,0.767,0.405
75.71219512,100.0,0.983,0.786,0.221
69.478,87.76236725,0.989,0.623,0.496
69.80731707,100.0,0.959,0.7,0.455
41.681,6.6,0.743,0.309,0.797
48.81,5.1,0.748,0.376,0.714
56.418,33.83826828,0.775,0.436,0.669
68.478,77.6,0.925,0.605,0.511
72.55121951,100.0,0.947,0.773,0.325
74.80731707,99.9,0.982,0.829,0.062
79.16682927,100.0,0.989,0.894,0.107
54.199,15.3,0.763,0.439,0.726
69.166,84.07527161,0.959,0.685,0.669
73.169,93.2,0.835,0.685,0.541
50.914,7.15528965,0.87,0.38,0.642
47.175,2.5,0.858,0.373,0.621
73.19,73.86991882,0.927,0.696,0.562
74.527,97.23280334,1.012,0.744,0.414
70.32292683,100.0,0.988,0.808,0.28
72.668,98.4,0.977,0.686,0.309
72.107,100.0,0.949,0.779,0.342
60.001,64.9,0.845,0.712,0.599
58.804,19.0,0.859,0.411,0.635
62.42,33.1038475,0.903,0.59,0.553
75.183,100.0,0.972,0.669,0.33
73.67,100.0,0.959,0.787,0.443
67.628,95.13315582,0.99,0.718,0.415
78.93170732,100.0,0.966,0.894,0.156
77.87560976,100.0,0.956,0.866,0.136
67.571,100.0,0.973,0.615,0.368
47.528,2.471727133,0.841,0.296,0.655
77.6195122,100.0,0.975,0.882,0.181
56.526,20.56204224,0.76,0.409,0.677
50.325,3.379020214,0.75,0.293,0.68
66.228,29.54021454,0.846,0.704,0.691
71.41219512,100.0,0.985,0.72,0.328
69.127,78.46138,0.917,0.551,0.581
61.871,70.929888,0.902,0.631,0.593
73.547,100.0,0.99,0.75,0.28
64.651,25.0527401,0.964,0.587,0.555
45.75,6.199634075,0.75,0.329,0.711
63.329,98.4,0.983,0.633,0.657
79.5804878,100.0,1.032,0.884,0.108
76.018,96.69554901,0.964,0.782,0.44
50.957,44.9,0.746,0.459,0.69
52.695,4.3,0.771,0.556,0.696
70.926,96.1,0.925,0.663,0.499
76.88536585,100.0,0.909,0.794,0.115
74.66829268,100.0,0.957,0.796,0.188
76.297,92.1,1.01,0.788,0.328
76.34146341,100.0,0.984,0.673,0.077
69.279,91.0,0.937,0.659,0.511
67.737,96.88573456,0.948,0.856,0.327
78.71707317,100.0,0.963,0.818,0.152
70.06341463,100.0,1.023,0.773,0.281
77.29121951,100.0,1.012,0.881,0.082
78.75609756,100.0,0.981,0.84,0.191
77.3902439,100.0,0.974,0.842,0.236
54.596,40.74053955,0.856,0.533,0.608
52.356,17.9,0.865,0.339,0.598
76.789,79.09257507,0.989,0.96,0.238
64.17,73.86991882,0.971,0.573,0.564
68.422,67.394103,0.928,0.55,0.574
77.51463415,100.0,0.954,0.787,0.245
70.67707317,100.0,0.983,0.728,0.297
44.486,48.7,0.97,0.59,0.554
62.207,60.1,0.75,0.486,0.67
72.161,100.0,0.982,0.837,0.204
66.288,100.0,0.988,0.862,0.368
78.65853659,100.0,0.939,0.841,0.2
70.871,100.0,0.985,0.835,0.311
71.694,98.75891113,0.848,0.671,0.598
80.46097561,100.0,0.894,0.818,0.131
65.63,97.0,1.034,0.748,0.386
54.495,33.83826828,0.874,0.48,0.57
80.95121951,99.1,0.925,0.815,0.132
76.416,100.0,0.966,0.787,0.564
71.57073171,100.0,1.009,0.753,0.243
74.764,100.0,1.022,0.746,0.284
66.406,67.74585724,0.85,0.511,0.706
65.561,100.0,0.95,0.631,0.361
57.372,36.9,0.9,0.436,0.637
73.225,96.74829865,0.974,0.702,0.459
49.797,7.840343952,0.758,0.311,0.735
71.66341463,78.29434967,0.902,0.78,0.268
48.812,4.879123688,0.832,0.296,0.611
70.96097561,100.0,0.889,0.674,0.47
43.568,4.26991272,0.775,0.375,0.687
