Carbon_dioxide_emissions,Electricity_production_non_renewable,Electricity production_renewable,Micro_air_pollution,Greenhouse_emission
137.5212009,33.03370787,0.111921858,25.61886583,78.11887154
4.895117284,17.34475375,0.0,23.44396745,-7.660324375
30.03799589,11.29883844,0.0,23.12946351,-2.884400835
12.49561924,73.28149845,0.0,22.89532855,8.064765283
2.382892779,6.282722513,8.159852829,22.74863566,7.769010482
15.41705053,30.98514034,0.014795088,22.6964579,61.17372772
39.62688683,10.01945525,0.0,22.75995361,92.71733844
55.97763209,23.64746946,0.0,22.92253538,100.8579111
-23.75956888,100.0,0.0,23.1346577,7.098752555
60.54053575,33.03370787,0.0,19.43448865,118.0979489
47.07940614,100.0,2.169811321,23.50934209,104.4262952
44.24030898,37.91208791,0.0,23.65268219,98.25042195
41.95485791,35.2407932,3.143550137,23.82000908,94.67431416
10.88454518,37.79448622,0.0,23.98111244,40.40091073
57.7120686,70.34432413,0.0,24.10578197,88.47032509
41.41538516,91.41584989,0.0,24.16380738,110.3552936
48.13443413,0.11400456,0.0,24.17293161,90.40707155
25.38721727,0.135712832,0.0,24.17419013,87.99582344
72.6401389,24.59095284,0.0,24.17231148,32.36452965
23.64416532,34.65681098,1.184934405,24.17202417,3.442744588
103.4033733,32.04257662,0.0,24.17805672,123.5057356
111.3120969,29.09219607,0.157053113,24.33794017,3.63568055
114.178655,100.0,0.0,25.99548801,124.3127271
78.33791815,44.749681,0.0,39.59622415,137.3930829
169.1623556,46.82489451,23.48897022,23.94558364,143.6896759
188.7499114,63.15250768,0.0,25.00215026,157.7755528
359.2338614,55.09949089,0.186487142,19.01303052,-2.346616005
8.962053801,39.0914037,0.182530735,19.01869992,2.317340302
11.22216462,48.47992724,2.588729169,39.4957863,3.344193685
7.642314514,39.44794809,0.186026323,18.91247054,5.560063251
16.28608402,6.44472898,0.0,21.15849556,6.722426708
26.71443039,55.89644979,0.520908073,18.6337466,9.677452517
30.92073271,49.60164873,0.285523936,18.35561436,11.61780905
2.892053896,53.53996649,0.67286386,18.02824245,79.87112548
39.9357591,63.87463184,0.709607665,17.70169509,16.35472189
36.75415647,59.89315038,0.0,17.42603648,15.61465184
31.10429251,71.80271394,0.114849931,10.83144756,14.01750627
52.45871644,49.54353309,1.114229216,26.70774842,-7.134723993
34.78965474,80.949227,1.210474845,16.64357241,39.08923837
49.63137335,92.63446604,1.244945839,16.34266265,34.36706529
53.49265962,59.95961741,1.291105402,16.01939943,27.50252171
-21.40680435,55.67564027,1.61693288,15.58776752,18.61961416
72.11619224,46.03066902,0.0,13.01617275,29.09836318
77.4690651,67.62853196,1.330548337,14.50436528,34.07568374
25.4755502,64.37880888,1.149943815,14.09275635,30.68105711
76.22503808,0.223264121,0.0,13.92798315,31.8412122
73.01422424,62.776427,1.663386207,14.23893067,34.68875137
38.94874626,66.02372684,2.029094502,24.77064198,176.3602352
92.54106234,64.05254605,0.0,56.79835009,40.21793553
88.67244172,64.25706881,13.77132355,13.95005931,39.58942618
35.94419744,66.93502211,3.409090909,27.21319869,42.81836586
4.174290332,92.03740436,0.0,28.1988591,4.782173121
-47.00189763,66.1928032,3.261758691,28.16735244,-67.2880962
-75.28185317,31.80301827,0.0,46.43595425,76.70629347
53.51514498,37.8932485,0.0,50.9679257,53.49927005
-82.8136299,60.02517533,0.0,28.01257415,-75.77456844
-87.41015399,37.3028645,0.0,7.26633772,-79.70444044
-83.79787136,50.29026373,13.01526718,27.79285462,-75.92595665
-83.14607832,79.34706704,3.839079395,27.65913213,0.236881105
-84.93450523,42.66223544,0.0,27.55075018,-78.10636162
-82.67579727,45.1829473,0.0,27.49864555,-75.92595665
-82.3666445,48.56396867,0.0,27.48281267,-75.43570771
-84.94857969,28.61025548,0.0,12.41317146,-25.30186452
-83.15578485,27.64951827,0.0,27.53788736,-76.85061557
-81.75658952,30.36484245,0.0,17.85924372,-52.44347459
-78.34231996,28.93778692,0.0,27.93042826,-75.43570771
-78.4248254,24.84430231,0.0,28.40405947,-70.31297957
-74.98628954,23.35329341,0.0508647,29.22198605,-67.13507146
-72.58780764,26.16984402,0.034662045,30.45475588,-65.16578046
-78.15158677,20.34914477,0.070534297,32.17291681,-70.52326401
-46.75806235,4.928501711,0.107841627,34.44701668,-71.58007814
-55.77459225,32.16689098,0.040376851,41.81072554,-68.97951904
-72.48588914,42.29716277,0.049776008,43.28961483,-42.26694004
-54.76445365,41.15434501,0.051880674,41.05050048,-65.32629344
-73.44198168,42.43870968,0.051612903,38.63923761,-65.00360843
-79.88654185,35.91486088,0.051288627,38.11485869,-65.27278911
0.764245228,89.40179895,0.491260796,13.22741427,9.732774167
1.976323369,89.93313475,0.421049986,19.41287565,0.9840691
8.691444175,25.12698945,0.417187385,7.531229825,1.658415722
5.042080767,89.80552614,0.410961362,7.480797335,2.851952086
9.065279565,61.78231608,0.431700472,7.444591642,4.536756523
-31.20879121,90.77027218,0.538146947,7.431973902,7.503570689
16.17090233,90.41232427,0.544909885,7.44167605,10.33752151
23.29203728,96.83779762,1.891881013,7.458971185,15.17881037
-3.40693421,91.45594641,1.216591628,7.46913241,70.17696087
8.987303153,91.61838143,1.25344788,7.457432827,18.70305054
29.97576493,91.90154505,0.712995786,27.03466219,12.5176181
32.95128888,92.13908118,0.878273184,7.26633772,22.7279098
72.16657194,91.55930113,0.0,42.76273201,-21.09267707
37.68542462,100.0,12.75902901,7.02516379,25.22645021
38.46153846,91.19629336,2.099436384,6.989838942,26.12625062
170.7211724,97.10818342,0.771043238,14.7426534,3.321925787
44.44050828,91.35192753,2.74673943,17.0410325,28.9579896
45.74493798,91.88474244,3.215906333,17.34147308,28.5451431
47.79377175,92.50206574,2.740885548,7.408261246,14.04736433
-23.1294901,47.30199367,3.267748792,7.445151684,13.90592271
48.84192588,96.93254891,3.827385618,7.320706635,32.51122451
49.02753087,89.40734664,5.007008936,7.532800294,23.05414538
46.27044,97.3017334,5.984672764,20.75606115,90.50381251
42.86573382,85.09328779,7.500886153,13.59663375,28.04853158
45.23249505,86.36215891,8.34165755,11.34429766,29.8247658
-75.25011968,34.83987964,0.008878629,23.2910321,5.114397109
-1.701457395,27.46951281,2.615190532,23.14053746,-1.702014755
-1.615069216,25.81417531,0.109462701,22.92228554,0.36707321
-1.701457395,29.08407054,2.279748997,22.65129991,-1.281670176
4.052449965,29.36315198,3.329225416,22.34260414,2.217925694
10.42341574,32.75656102,2.93799231,21.84105484,7.074367334
9.692851053,31.81108018,3.078028194,21.84105484,6.111702088
0.629068179,33.38097379,3.341083885,20.28517002,-38.70595267
25.90889603,62.75720165,2.752186394,19.57833559,3.83616634
-28.13301948,27.21047533,2.670608277,19.81543359,4.00457441
-9.733407669,30.45343639,2.909918614,18.94706626,10.0110061
18.4849592,30.590057,0.0,18.77850993,11.87405877
26.78764259,70.46292503,3.074168919,18.61692924,18.97471299
20.31058537,96.93254891,4.858913928,18.43434851,18.6261046
29.74984777,35.90801247,6.588300491,18.2027921,3.78444555
26.20582146,87.19819206,0.386623662,17.80247062,61.34605048
17.31008177,30.61007537,9.894486315,9.642534518,11.98903321
20.99151545,30.02680965,9.831238668,16.63931587,11.26798625
3.438529979,33.72739917,9.471319139,16.17461603,-33.4475522
22.49352241,32.86866665,9.740336209,15.98659014,10.20312151
52.86609519,33.38097379,10.6420221,16.36763176,7.992688805
101.1490634,43.79624849,10.77572406,14.71990119,30.33918605
12.85657451,95.68817372,12.89233153,14.6599487,4.813449061
6.972110583,66.26874207,14.49948065,12.95414547,0.30057954
9.213169326,11.29883844,10.27777778,13.59996354,-3.466997807
-2.640003823,92.50319829,0.0,19.8908556,-52.91455972
-15.8199356,91.16024895,1.124593075,20.31036942,77.81336202
-30.29599653,87.26576033,0.0,20.62449776,-27.93782903
-38.06457304,89.59080303,0.0,27.90680737,-29.90576969
67.39164307,59.78567588,0.0,20.91473853,30.01905636
-49.67360621,90.99900509,0.0,14.1063558,-44.24825413
-51.05085568,89.83131385,0.0,20.61092884,-44.96923683
-51.00895378,89.15990666,0.0,20.30586582,-44.37030405
-29.53197556,91.71434859,0.0,20.00107463,-43.26841672
-48.72511615,0.312860201,1.867161007,25.62612348,-40.63847008
-39.68770729,93.14180285,0.0,19.59448026,-41.95595029
-43.22724587,99.29664977,0.0,19.87574701,-42.3014719
-11.84264381,88.40082683,0.0,19.2603464,-37.92300254
-47.53440367,62.08342858,0.0,75.11190259,-37.92758658
-44.24253117,86.84417629,0.0,13.0337686,-33.4475522
-43.40100124,89.74045553,0.0,19.43435503,69.38047323
-18.1717233,89.17929235,0.0,19.91347647,-28.30899259
-43.22365326,89.68719678,0.0,18.51970543,-19.88769115
-52.66334392,87.75704897,0.0,21.73429513,-29.26906135
-54.89425282,0.040529089,0.026852846,25.70482089,19.68627776
-48.89584804,86.8138366,0.0,31.23521365,-26.32868961
18.83822013,92.07847573,0.0,29.18058784,41.34157599
-42.02393554,79.10404717,0.295452599,19.01869992,-25.17561445
-39.43391996,94.01892591,0.372047881,26.41920821,-16.27848011
-8.894605896,92.59154245,0.409105638,13.69004627,36.5262675
-3.57083222,100.0,0.0,67.14326766,-1.845547097
25.29504238,100.0,0.0,66.0241209,12.94000483
22.80006011,100.0,0.696864111,65.22661342,32.68228759
25.07430537,100.0,0.0,64.74788702,20.38340265
-13.02496921,100.0,0.0,29.48543984,11.52570718
31.70668581,100.0,0.0,38.23185898,24.62008794
192.8479215,100.0,0.0,65.52672467,16.59999801
43.72578814,73.82950187,0.0,26.98451409,31.90775869
44.49388859,100.0,0.0,67.5800928,29.07348771
48.20999199,100.0,0.0,49.51989483,4.526620867
53.48233369,100.0,0.0,70.0596873,34.80103626
60.362677,98.08358269,1.572897762,71.9559586,33.44648807
65.94559845,100.0,0.0,65.52672467,32.46018905
66.15181672,79.78762358,7.674597084,75.37148836,32.14123828
94.95224419,70.14480233,1.650695111,24.17805672,44.69578912
235.7615286,100.0,0.0,74.65280846,50.70688623
115.6734237,78.71819533,0.0,71.51083505,54.8363723
130.8442426,62.34258597,0.0,67.76087069,55.44960675
130.733202,100.0,0.0,64.61905577,163.6847516
140.5824205,100.0,0.0,63.3015307,71.05124718
141.9800294,61.3793592,0.0,40.65103441,72.26120877
152.1197903,100.0,0.0,70.0606736,84.93652416
92.73539215,38.44110504,0.0,68.14470192,162.522008
26.38599125,100.0,1.315789474,59.14997351,28.96501731
179.305537,100.0,0.0,71.55949784,65.80567208
-4.973236622,89.86698912,0.0,40.52867295,-1.180512711
6.332369013,91.05014617,0.0,52.82396634,-0.016299697
12.33071989,50.09359229,0.0,40.66499989,0.236881105
29.97576493,91.34300899,0.234116031,52.64104825,1.130755741
48.14123796,96.55746807,0.356036501,41.64061343,104.4262952
50.65336184,93.55935158,0.0,52.63500524,5.614030322
62.20633656,93.9365829,0.0,56.31174066,6.652135153
65.78340531,93.28520416,0.0,52.84040204,6.183232902
77.3901863,94.23529412,0.0,44.06504057,10.75043662
85.11522927,95.25077674,0.0,53.20733159,80.73836976
124.1771833,36.27939037,0.0,53.53715577,52.32053061
135.942588,95.98714171,0.0,6.571323808,20.17795266
42.44595243,98.4732599,0.0,53.20733159,22.80013068
161.0645256,0.085019401,0.0,66.48619527,23.95605087
177.9226587,0.718470211,0.0,54.6647871,28.34188472
198.803684,97.46368223,0.0,53.19754595,32.4981645
46.18855761,97.5842606,0.0,50.07523823,36.14164723
253.1396308,97.22368344,0.0,46.43595425,44.29356898
275.4531606,98.87833876,0.0,43.4177843,148.8562207
316.1265076,98.21279725,0.0,42.1588187,106.6290201
139.0895308,98.02504926,0.0,52.29511106,57.93834568
375.8081422,89.05211436,0.0,65.16383893,61.92433652
142.4195758,98.05346386,0.263554217,64.3758949,36.29285064
129.9314642,87.10960055,0.26680992,68.32836451,70.18263525
107.947783,98.7731101,0.267746691,64.10842952,77.33620055
-3.602449231,89.59080303,0.0,28.16735244,-3.470270097
-12.78202145,99.95478122,0.0,31.637417,-11.86236714
-24.72735546,72.51823704,0.0,42.36821978,-22.21188091
-35.92329778,66.56531899,0.0,30.5108852,-32.12112134
-42.7698743,1.92916178,0.0,30.00607905,16.68043593
-41.90748364,99.93256912,0.0,29.56666311,-29.91166246
-41.44063698,99.91940745,0.0,16.42954352,52.66541197
2.147382006,43.68960469,0.0,28.78799001,218.0321652
-44.8258464,99.92834515,0.0,28.34597554,-41.09462641
154.3192237,99.89655569,0.0,27.80033759,79.42712848
-48.03475075,99.88030164,0.0,26.82516929,-44.24445314
-47.82931538,0.668854114,8.994350282,25.37088644,-44.28669902
0.639432013,99.87982123,0.0,23.80059445,-43.85355149
-44.04837156,99.87824415,0.003204101,22.47739871,-40.93473193
5.498770926,99.86757534,0.00322987,21.76440462,3.83616634
-44.34632041,99.8679702,0.0094307,21.55566149,-38.70595267
-42.21992057,99.81777624,0.0,23.63769207,-16.59077359
-38.63413083,99.76318192,0.0,21.36451639,-8.136474626
23.29108917,99.58519884,0.200816434,21.2205485,-36.01014192
-37.30689265,99.52142141,0.243587907,20.93660644,-18.68432828
139.3718478,71.32592173,0.298136646,18.26346927,-24.93037792
-39.09288573,99.27595052,0.0,18.06753962,-27.29578862
-38.92790913,100.0,0.406258927,18.97352489,-23.19822407
-39.36191278,99.09601267,0.0,19.39747138,-23.61043044
-43.8224688,98.92905346,0.501731119,17.60592812,-26.90430035
3.387140506,38.32354676,0.431264574,22.97207419,2.789721966
1.570436047,43.05041069,0.0,16.945399,3.344193685
110.1120163,91.16024895,0.36107781,22.49489724,-0.126286593
5.442255584,4.984423676,0.356036501,15.42106514,5.208989252
5.70588022,41.85619457,0.0,21.88330707,5.832857628
10.01695902,86.12324538,0.0,58.76927791,9.526828021
7.434594667,55.87873364,0.363468232,23.82395513,6.930353259
10.0127279,84.40803383,0.450807189,20.42588306,1.620367687
6.307303603,70.6781438,0.61056066,19.9099015,6.81968614
-16.14596781,62.43840006,0.705544078,19.48969892,7.708104966
8.743219415,38.42377064,0.806431097,19.07773735,7.840135042
5.430973145,38.91819766,0.0,18.59226938,2.396153267
6.530603081,28.33763997,1.130910353,19.26951147,5.023166551
5.28302734,41.0584093,1.398883264,21.88330707,4.256761726
2.832259435,40.93152411,2.121130803,17.4468796,2.125298994
-23.1294901,39.85275288,3.074168919,17.330608,-0.382642072
-2.453531085,39.44794809,0.027382256,17.26349728,70.0510714
-9.2082446,38.62866851,0.773503973,12.93949089,-1.13615908
-7.541840589,39.80469011,5.691156493,17.12339224,8.298325849
-1.005279401,21.06717953,6.588300491,16.97371483,-0.498842548
-9.986045941,35.02258072,0.0,28.43966548,-12.54471434
-11.25615887,35.95153208,7.287356322,20.33047365,-12.28859047
-10.05063527,31.93612774,13.74689645,14.36978731,-8.35620804
-15.83656136,33.47738525,16.67226092,12.90035871,-13.36550618
-11.84264381,39.21464312,20.34278484,13.33904294,-24.84467929
-12.12273642,100.0,0.0,54.11956501,2.579969535
-11.38555846,100.0,0.0,52.23444994,123.6745785
-3.294768612,100.0,0.0,50.9679257,6.376142422
-1.735412475,100.0,0.0,50.33030803,14.70154227
-0.176056338,100.0,0.0,50.12679028,16.59094905
170.2464789,100.0,0.0,51.21552787,32.87081112
243.0583501,89.34457057,0.0,40.54208112,90.77243319
230.6086519,97.46835443,0.0,56.91085452,122.6180045
262.2484909,100.0,0.0,23.01112738,192.9444632
455.779327,97.61904762,0.0,44.19829362,55.80017136
108.6443373,96.96969697,0.0,24.96853192,68.96182407
438.7323944,86.04745488,0.0,36.04935563,80.18611957
503.4205231,97.5,0.0,50.3818465,89.13271135
543.2847082,98.7654321,0.0,46.44775444,63.52903771
74.76005763,99.06542056,0.0,44.75523786,25.29243192
870.3470825,97.4025974,2.597402597,62.76635396,138.8923267
774.0837077,98.63636364,0.0,44.68214547,156.3928027
997.610664,98.68995633,1.310043668,44.69921775,83.16025892
1077.565392,99.21875,0.78125,44.75445817,118.0810843
195.0524357,99.13043478,0.869565217,44.84968358,47.35588353
1147.183099,100.0,0.0,47.39275907,169.1223756
224.1712045,100.0,0.0,51.56281882,197.5699733
1149.773642,72.53780556,0.0,48.35785834,217.2458111
1272.78672,100.0,0.917431193,42.01125969,170.2567969
1360.135815,72.37374853,1.461988304,30.58114421,245.1137662
4.807619164,41.12478032,5.303908387,82.38992188,5.746439247
0.598505679,45.85406302,1.699834163,17.4468796,10.15777611
35.05302074,41.72010562,1.622029423,14.057432,36.29285064
212.9777788,0.0,0.0,24.89278127,23.96566332
-17.88425289,56.6743955,1.490559788,12.36306742,67.53417083
27.30149553,54.53983941,1.45151328,39.45364173,-0.933548604
40.33531622,53.54262673,11.40212238,21.25740732,10.18207395
9.408169319,99.65735316,0.0,68.73154001,-0.177757885
26.10415494,52.64107189,0.474023512,15.56391639,-0.143868792
23.29108917,48.47938144,0.006278108,20.81411047,31.86449258
18.87142662,45.15075377,0.0,61.94814473,-3.574020493
26.98656605,46.05640535,1.290630975,61.18546741,1.454033921
3.123310071,83.39861404,1.246537396,60.52762245,5.506657928
42.80606734,55.55504286,1.193897855,16.10270759,12.65853542
50.28830501,58.74183007,17.31301939,25.48004434,16.59094905
62.9265621,60.04793183,25.34816422,19.67057193,46.18514548
81.42524609,89.94152047,1.255667946,34.63959485,28.13657944
93.96613367,58.62128245,1.667526216,23.14020544,32.38390588
68.91115038,60.51298807,1.976801176,35.72289089,35.14203047
123.7612013,66.04692342,1.755939206,30.58114421,55.92139776
143.4557045,65.8033241,1.689750693,27.31829333,51.59966111
-24.93279005,67.6935126,0.0,28.06975414,-40.93473193
174.2168601,67.82393056,0.743955363,19.08157655,67.42906469
97.82105669,71.99314677,2.295830954,26.94154491,71.51461867
209.8136751,68.59756098,2.521106942,27.45747117,74.53394504
-10.50416919,62.72760247,0.532419225,35.26566932,-9.366514588
-33.95867839,47.77011494,0.0,34.93998015,-30.56205838
-44.57272383,28.85482417,0.0,34.71478691,-52.56675036
-76.87652132,42.17522659,0.0,15.59664996,-80.48949611
-85.69736826,17.22335833,0.0,34.52314135,-75.43570771
-82.09708991,29.75476839,0.0,34.69672165,-78.22917402
-64.50101941,0.030179568,1.601936515,24.62816643,-61.92767092
140.5911289,28.02737281,0.0,26.51171416,-52.1978848
-43.22724587,45.51900729,0.0,36.40617605,-50.85249151
-41.90964917,51.15543197,0.0,36.89831526,-39.39992698
-42.66576053,51.29723632,0.0,37.36141809,-40.87602439
-39.68770729,39.37513467,0.0,37.91918642,-37.47066061
-38.21536558,60.04793183,0.0,17.53608296,-20.3622551
-34.78926143,53.02482715,0.0,38.86471233,-31.5291461
-31.49419487,2.157360406,0.0,39.02546625,-29.23261957
-23.99046111,55.99218574,0.0,18.95990956,-22.5538234
-19.78382866,86.28221094,0.0,20.86503769,-18.69559748
-11.94436192,67.16589085,0.209592277,36.57979392,-18.01349095
-11.92930481,60.17998468,0.0,35.64379587,-14.86743964
-9.733407669,33.98715501,1.516475636,35.25128056,-13.23854728
2.672434491,71.28926702,0.0,39.40316432,-3.152239612
-5.215052232,65.8033241,0.0,35.50467113,-9.574229812
-19.41373371,58.53532749,0.0,33.74190455,-10.13140979
-15.38999963,63.27351485,0.0,19.52428593,-14.63026997
-15.25652034,81.28737036,0.0,27.71659882,65.20665803
-1.091192518,100.0,0.715838928,19.54684697,-10.40897381
-0.738053233,100.0,0.023266144,19.44906352,118.1001479
18.70615744,100.0,0.0,19.37995153,-10.34349506
13.80996245,100.0,0.140713281,19.33913556,-8.920137398
18.38375965,100.0,0.0,19.32624013,2.16294547
-2.632345557,100.0,0.234116031,19.35133425,-7.668527265
13.9233331,100.0,0.0,36.4796556,-4.760626878
35.5912988,100.0,0.0,19.50788189,30.68105711
42.87890597,100.0,0.0,19.61362395,11.42228424
31.04762908,100.0,0.0,19.72053722,15.36174324
40.12966768,100.0,0.0,19.83907298,8.42903588
70.59482909,100.0,0.0,59.14123976,4.526620867
46.49613831,100.0,0.0,16.78817189,2.087805925
43.59101538,42.96577947,0.0,21.5709894,1.502790897
55.54099058,100.0,0.0,20.57219477,8.583082868
89.94259945,100.0,0.0,20.85047794,7.277801632
57.13172253,1.89212087,0.0,21.20705755,38.05461124
70.37189516,100.0,0.0,39.59622415,12.18441391
50.7439949,100.0,0.0,40.65103441,11.69815371
22.28441862,100.0,0.0,22.34003048,32.15402811
44.28186778,100.0,0.0,22.67685205,21.8211914
24.25069085,100.0,0.0,50.77406259,3.63568055
95.21363282,60.75207289,0.108342362,21.23413348,23.18054959
152.7456955,99.9567661,0.0,21.10215117,32.40983255
150.8963367,99.96629592,0.033704078,23.89908409,118.0979489
2.839490386,2.903811252,1.70622544,18.00870869,3.778214563
3.38534661,46.56953642,2.026624526,15.44139396,7.058239047
9.402836942,4.569879671,1.96606026,15.4723738,10.83503046
12.57738883,4.573509562,0.0,15.49957322,14.88374487
22.01303568,4.928501711,2.029745901,12.94484648,20.33219572
26.98656605,67.16589085,2.318747039,13.58544206,21.42131088
40.36319338,5.993207395,2.397218019,15.56301887,25.40013263
-4.293029015,1.150895141,2.334124843,15.57416582,8.383051876
49.00211922,98.91173575,2.500029876,51.6516451,30.48830994
56.74839716,8.667851308,2.248717434,15.57238156,34.36706529
2.134516267,11.23321198,2.744225407,19.16428992,22.95905481
58.41337479,10.13941002,7.272204657,15.51760079,37.56123795
-49.54083745,9.045970923,3.281284738,15.47077157,23.07848251
64.99005464,10.83331398,3.235747304,15.4163508,52.23133983
66.17284951,10.23042778,3.395255475,15.35836426,53.45032137
68.46385472,9.808817252,3.567536373,15.25038635,54.60697164
77.04790019,83.48449868,4.194120145,25.79077541,57.01673039
86.23749549,12.61329354,4.183719873,14.93513267,61.34605048
74.19726081,0.113234253,5.114551801,14.85986001,57.87837095
98.58548801,12.38557814,16.99667582,19.05507621,69.29952514
45.23249505,9.829677842,6.570482382,15.5394718,-40.93473193
125.3587816,14.59835259,7.29012855,14.60074141,79.77386518
136.8010204,20.54610783,13.65432986,29.17822658,85.1630467
82.75349008,24.25323922,9.857089889,21.85870331,90.27261445
189.7900683,23.43291178,12.11841445,17.85568975,88.02433334
10.93628244,100.0,0.0,8.120196087,4.538899616
16.79254331,100.0,0.0,7.891232078,5.256275511
21.71372055,100.0,0.0,7.692423209,10.41111627
30.57903255,100.0,21.56580211,7.532360544,15.77249285
150.5022083,37.79448622,0.0,7.419635149,98.93683825
47.47947012,100.0,0.0,7.34134211,25.90252487
188.6770792,100.0,0.0,7.277497142,34.04419133
39.77701852,100.0,0.0,7.22607225,37.56123795
37.42732123,100.0,0.0,7.18503944,7.802607778
46.27465084,100.0,0.0,7.152370717,37.72517293
45.90900917,100.0,0.0,51.21552787,43.65360643
43.34951747,100.0,0.0,7.163598698,36.64238751
70.67074267,50.40416889,1.846646766,7.18894519,52.66541197
54.67931443,100.0,0.0,42.70421133,131.4589873
54.82527123,100.0,0.0,7.17099484,50.62380916
130.4471618,100.0,0.0,7.044498108,83.48568915
118.4858838,100.0,0.0,51.46445558,116.3192242
140.7840316,100.0,0.0,6.571323808,103.3180163
139.4233651,100.0,0.0,6.369934127,86.12910322
119.6277648,100.0,0.0,6.288868017,72.33764329
108.9946617,99.94630872,0.053691275,7.225343252,78.76347371
123.8146616,99.94910941,0.050890585,23.60467753,76.31559651
120.970449,99.95456611,0.045433894,32.76300149,70.17696087
207.8304711,99.95561474,0.044385264,24.1190685,65.20665803
-1.450410709,99.95238095,13.29457364,7.76801291,79.77386518
-18.85774903,61.76153884,0.0,26.85663164,-13.52254711
-22.46772153,61.76635776,0.0,26.48459056,-18.18003384
-23.75956888,58.11511435,0.0,26.14319034,-18.91578755
-25.03269539,89.83131385,2.134681766,20.27809423,-24.40287899
-23.31021563,99.49145912,0.0,26.27940453,-26.14860281
-22.9673999,50.83575241,0.0,25.29156911,-25.69868971
-20.04763559,51.88991342,0.0,25.10905749,-28.40579075
-26.17976459,51.79230046,0.0,24.99885654,-31.25400177
-37.28842038,51.08761409,2.279748997,24.96774286,-38.12884932
-48.72511615,48.66407519,0.0,46.53634987,-39.86885633
-37.03864388,20.67580547,0.0,25.14789716,-38.14971568
-40.5856707,46.8163817,0.0,18.14789892,-41.37437877
22.28441862,52.00576451,0.0,29.48543984,13.8006415
-35.74788123,96.71608702,0.002413943,28.1988591,-37.23683609
10.19727041,65.75971261,0.011370872,25.61297431,-36.4244771
-54.60206774,47.78691047,0.043954112,25.33392705,-1.821770748
-27.90161414,59.07958171,0.109462701,39.68138783,-31.54841759
-2.287941311,57.99614211,0.309528082,23.87499308,-48.87889309
-41.74841037,91.05014617,0.585167882,23.20993999,6.374234827
-38.01618281,54.2538627,1.588543364,14.60074141,-65.32629344
-31.39221555,58.46076962,1.398883264,28.50198958,-34.45627401
-37.46685007,54.64265012,4.510616372,23.08638116,-27.32812341
-43.25968386,50.980984,6.605679259,12.44329608,-44.67116897
-40.75431999,0.841772984,5.930487779,6.772288614,-42.29831087
