GDP_Growth_Rate,Inflation_Rate,GDP_Per_Capita,Unemployment_Rate,Cost of Living Index,Local Purchasing Power Index,Country,Year,Economic_Index_FA,Economic_Index_PCA
3.62672094,2.880886427,259.8146512,2.604855327,40.57346719,23.95497954,Honduras,1970,-0.517,-0.771
0.016209375,13.70562199,158.7043215,13.42793353,29.88980477,27.79962066,Heavily indebted poor countries (HIPC),1970,-0.663,-1.277
0.651153708,1.368493407,70.75695414,6.187835107,46.28209203,24.25995688,Haiti,1970,-0.443,-0.631
4.7,16.93235149,557.3729824,9.066553506,31.57290233,26.43751392,Hungary,1970,-0.629,-1.17
7.70145871,3392.008245,257.4849816,2.403690002,34.64974185,25.70370572,IBRD only,1970,-0.614,-1.362
7.776299083,3586.725791,243.5104304,2.403690002,35.58695073,25.66115989,IDA & IBRD total,1970,-0.603,-1.354
8.242260751,12.94083041,166.4781984,11.91497222,31.84023287,27.2543435,IDA total,1970,-0.64,-1.241
17.96419712,4.540345144,205.2182413,8.700852768,47.06952212,11.4709651,IDA blend,1970,-0.525,-1.09
7.554634515,12.39946465,79.41345543,2.417410311,40.43211245,25.89627541,Indonesia,1970,-0.514,-0.755
0.869641654,15.50427798,150.0323861,12.81735336,29.32554093,26.44342224,IDA only,1970,-0.681,-1.323
5.157229737,5.09226162,111.9683182,2.641435163,42.13244107,25.96209781,India,1970,-0.487,-0.682
2.660529298,8.207190161,1486.514527,16.84858675,32.52813635,43.81738496,Ireland,1970,-0.473,-0.83
10.92760163,1.66687094,385.812266,2.191092932,43.65098893,24.37488355,"Iran, Islamic Rep.",1970,-0.467,-0.685
4.544357067,4.355595265,334.4412024,2.619070244,41.20695544,23.30168842,Iraq,1970,-0.51,-0.769
7.458143075,13.37247515,2576.353444,9.819873025,31.22360727,37.51006297,Iceland,1970,-0.485,-0.869
7.30733553,6.110742036,2476.219881,9.776146547,34.40679217,38.73778283,Israel,1970,-0.435,-0.727
5.310502429,4.968319873,2106.863959,10.4655809,34.77524224,39.62323395,Italy,1970,-0.437,-0.707
12.06440904,14.7280042,755.5953108,10.4076604,34.08703452,25.51834462,Jamaica,1970,-0.597,-1.176
0.399050645,6.924173835,2100.74807,10.40254106,33.17823346,39.21416908,Japan,1970,-0.461,-0.74
-4.655446916,2.188527039,139.7572736,10.39854113,40.14074319,29.163921,Kenya,1970,-0.5,-0.783
10.05273481,15.95034236,279.3087463,10.65489226,32.58260901,26.08678573,"Korea, Rep.",1970,-0.632,-1.224
6.810821214,4.303903352,3842.762182,9.712188346,40.19587774,36.45512924,Latin America & Caribbean (excluding high income),1970,-0.315,-0.529
6.663192709,12.83616747,220.7624134,13.10265479,31.72926064,26.46374645,Liberia,1970,-0.646,-1.279
4.950748919,-5.296371422,2410.279115,16.68686249,45.64548857,40.72241957,Libya,1970,-0.27,-0.425
6.521408861,4.652297493,6164.978364,9.363809819,40.59295668,36.28028261,Latin America & Caribbean,1970,-0.223,-0.429
-0.709250473,13.52416449,140.2651263,13.54325585,28.95333221,26.40031429,Least developed countries: UN classification,1970,-0.687,-1.344
2.832247688,139.3521298,1178.308514,5.730817246,64.14796373,49.18230835,Low income,1970,0.025,0.641
3.846629857,5.866956078,185.3671328,4.099791487,37.43781703,27.98974311,Sri Lanka,1970,-0.54,-0.818
7.203887709,12.94083041,144.6571944,11.78214129,31.84023287,27.05888445,Lower middle income,1970,-0.642,-1.237
7.933697739,12.83616747,200.3175736,11.92982783,31.84023287,27.05888445,Low & middle income,1970,-0.64,-1.243
2.177071169,82.03986792,67.16291998,3.116500554,41.95277195,18.60223213,Lesotho,1970,-0.541,-0.875
10.81376081,12.72236409,301.5573646,10.65732648,32.56436084,26.86472936,Late-demographic dividend,1970,-0.626,-1.209
1.759933831,4.639353444,4298.033897,10.12074125,43.45468625,37.29087736,Luxembourg,1970,-0.243,-0.354
4.713460376,1.279181324,257.7296448,2.922170514,45.97048875,23.33058791,Morocco,1970,-0.444,-0.611
5.276455575,2.878645343,167.4550101,2.620175252,41.40593455,23.9149736,Madagascar,1970,-0.509,-0.757
17.53175527,3.739278722,402.6781162,2.057624349,41.88910305,26.44409953,Middle East & North Africa,1970,-0.481,-0.735
6.502484035,5.003412055,706.3131871,7.376988928,38.79931667,27.88682264,Mexico,1970,-0.507,-0.846
8.104266356,4882.515729,206.1270565,2.367068142,34.64974185,28.19710851,Middle income,1970,-0.609,-1.481
6.136954863,7477.458875,58.46546333,2.676094897,46.61577191,17.19936916,Mali,1970,-0.533,-1.646
4.979330597,-4.008438818,20.6550842,8.486438402,51.1547933,27.87492424,Myanmar,1970,-0.355,-0.451
8.373203231,4.05924693,321.5433993,2.091086317,42.18926902,24.11083676,Middle East & North Africa (excluding high income),1970,-0.492,-0.727
11.98593115,3098.711373,275.7136584,2.205118203,35.45580914,30.52946139,Mauritania,1970,-0.569,-1.2
-0.402343021,1.541865943,271.338747,2.612206805,42.90129032,24.09010936,Mauritius,1970,-0.48,-0.659
0.479297978,12.37418291,1764.210184,11.43292643,29.3351278,37.83730645,Malawi,1970,-0.54,-0.946
5.98653863,1.843935966,374.9228805,2.585674679,43.18443432,23.88718833,Malaysia,1970,-0.476,-0.691
0.433701018,4.592147576,5130.399802,9.878581587,45.06683269,37.68848274,North America,1970,-0.185,-0.245
30.99928973,11.2193112,3203.711465,19.80752476,33.78412371,46.59109229,New Caledonia,1970,-0.389,-0.909
3.055778922,1.117838845,139.1771437,2.389427482,47.38218944,23.73712621,Niger,1970,-0.424,-0.532
25.00724193,13.75707992,225.7739995,9.221866005,35.25692386,30.40814835,Nigeria,1970,-0.571,-1.087
1.35382659,12.66259275,1896.836036,8.775798365,29.24269059,37.83730645,Nicaragua,1970,-0.533,-0.89
6.140181424,3.668930888,2927.072939,9.981295701,39.71804007,37.64879407,Netherlands,1970,-0.348,-0.549
1.943300505,10.63720653,3306.219476,10.56896055,32.20209674,37.23958512,Norway,1970,-0.444,-0.797
2.575992127,15.23727845,69.27090364,13.33400918,29.48980107,27.6790431,Nepal,1970,-0.674,-1.312
-1.3976076,6.517181052,2311.027722,10.99733268,34.23742698,40.87763255,New Zealand,1970,-0.427,-0.656
2.759900073,5.731144843,2618.626686,10.58219215,34.7346543,39.52484439,OECD members,1970,-0.418,-0.679
13.89509644,4.499792034,382.1715672,8.907497142,47.06952212,11.4709651,Oman,1970,-0.517,-1.062
11.35346172,5.34984091,169.1240002,6.649867402,44.38576418,22.32757947,Pakistan,1970,-0.486,-0.823
6.959226108,3.083294984,891.0546713,2.609951694,43.00153683,24.69396232,Panama,1970,-0.455,-0.667
3.365946003,5.025235901,2623.415799,4.685865354,37.45062514,37.37769684,Peru,1970,-0.385,-0.507
3.692487487,14.38146168,201.9232587,3.748100546,32.74972855,26.36149602,Philippines,1970,-0.618,-1.015
10.84280578,3349.200773,259.3623595,2.205118203,35.45580914,30.52946139,Papua New Guinea,1970,-0.571,-1.223
8.646975079,16.46841012,186.3996769,9.136257403,35.49623082,25.91679206,Pre-demographic dividend,1970,-0.592,-1.085
8.397917946,11.70084973,1852.354673,10.55385517,32.35685276,38.29945574,Puerto Rico,1970,-0.492,-0.857
9.11384196,6.38014449,934.0821561,12.04957807,33.08553623,27.30604333,Portugal,1970,-0.593,-1.177
5.553425733,-0.859556021,246.850847,6.545030664,50.90104703,25.17413649,Paraguay,1970,-0.366,-0.479
2.676546481,4.968319873,2785.861159,10.12868559,36.37392258,38.47756545,Post-demographic dividend,1970,-0.395,-0.631
1.626711339,7.251125975,2154.83795,23.22655476,44.22817386,10.04597093,French Polynesia,1970,-0.517,-1.384
6.001425247,0.514885808,56.43719034,2.389427482,47.91915387,24.0300037,Rwanda,1970,-0.418,-0.528
5.907181552,5.608398494,118.1973193,10.89012459,43.00483826,22.83410875,South Asia,1970,-0.508,-0.922
52.5920942,0.177777778,880.636281,10.1527547,42.89712427,26.75978369,Saudi Arabia,1970,-0.474,-1.087
5.925074716,4.02779565,143.4661255,2.915297681,42.02372227,23.03461533,Sudan,1970,-0.508,-0.769
8.562045515,2.810248199,297.0429711,2.24689544,43.21334572,24.29977712,Senegal,1970,-0.477,-0.692
13.942003,0.463352991,925.7978643,3.900088771,44.96898199,27.3218834,Singapore,1970,-0.412,-0.605
8.62049324,4714.604768,156.406377,2.205118203,35.80597936,35.00149059,Sierra Leone,1970,-0.547,-1.25
2.977295093,2.817853922,313.0400183,2.604855327,40.52532263,24.32851413,El Salvador,1970,-0.513,-0.757
4.581407921,16.74287981,93.51989929,9.012503648,31.57290233,26.24205487,Somalia,1970,-0.648,-1.189
7.845061018,4.52096078,239.7052755,8.86819439,47.06165514,11.4709651,Sub-Saharan Africa (excluding high income),1970,-0.52,-1.027
7.845648716,8.59661424,239.7086435,2.205118203,46.60713835,20.46009007,Sub-Saharan Africa,1970,-0.455,-0.666
2.7,2.588042588,723.577193,2.617153322,40.97720429,24.3238272,Suriname,1970,-0.491,-0.725
6.473673926,7.016358851,4736.217154,9.782254241,36.26091848,37.03275405,Sweden,1970,-0.334,-0.621
8.871869865,14.34083449,343.8811885,9.942328373,33.15644054,25.91722411,Seychelles,1970,-0.621,-1.181
-1.796852875,4.637681159,338.7112796,2.676472371,37.59668148,26.55510059,Syrian Arab Republic,1970,-0.537,-0.774
1.859656479,10663.09192,127.9564554,3.402701254,31.4434787,26.23737688,Chad,1970,-0.708,-2.319
13.44169049,7968.965949,115.2622192,2.065746662,41.55757587,26.27161,East Asia & Pacific (IDA & IBRD countries),1970,-0.547,-1.686
2.524302645,4.480620155,163.2240506,8.123866824,41.31632289,23.50896866,Togo,1970,-0.52,-0.878
11.40794907,-0.088041086,197.9937498,2.374107557,48.83737067,24.16568512,Thailand,1970,-0.401,-0.522
6.528901475,4.303903352,30073.69821,9.174492674,40.88966853,31.40397548,Latin America & the Caribbean (IDA & IBRD countries),1970,0.645,0.288
8.373203231,4.05924693,318.5696062,8.187271403,43.30200186,21.74975206,Middle East & North Africa (IDA & IBRD countries),1970,-0.5,-0.886
5.907181552,5.608398494,118.1973193,10.89012459,43.00483826,22.83410875,South Asia (IDA & IBRD),1970,-0.508,-0.922
7.845648716,12.83616747,239.7086435,11.92982783,31.84023287,27.05888445,Sub-Saharan Africa (IDA & IBRD countries),1970,-0.638,-1.241
3.533635678,2.523900574,831.0833359,2.712067953,41.37074632,24.61247459,Trinidad and Tobago,1970,-0.48,-0.708
4.669631773,3575.972371,285.1442237,2.920916167,33.53165154,26.42005722,Tunisia,1970,-0.625,-1.396
3.233508973,7.923952083,502.6206744,6.704082236,36.89443302,26.24563623,Turkiye,1970,-0.551,-0.925
-46.43303514,3.492884864,215.2334442,10.08151416,36.42440256,27.74774006,Tanzania,1970,-0.541,-0.668
8.395368134,14.08055882,246.0731085,10.1041198,32.60366556,25.90795876,Upper middle income,1970,-0.633,-1.205
2.333213381,16.30614494,765.911759,13.6522307,29.65891042,26.65093971,Uruguay,1970,-0.653,-1.313
0.216606498,5.838255338,5234.296666,9.891155705,42.39227791,37.68848274,United States,1970,-0.22,-0.334
10.74588955,12.73855262,187.3876436,10.71972678,33.51664722,28.51510975,St. Vincent and the Grenadines,1970,-0.606,-1.139
7.711914381,14.37760329,1018.108984,13.22124916,31.12502217,27.51246191,"Venezuela, RB",1970,-0.618,-1.257
3.735703524,16.71566479,813.3802713,9.312735325,31.69782766,26.25989424,World,1970,-0.619,-1.16
5.248661431,4.991877117,948.5917938,6.48676196,38.24156605,29.60520583,South Africa,1970,-0.493,-0.786
4.797112903,31.12304443,426.3021877,9.160393896,31.48276345,26.5307679,Zambia,1970,-0.635,-1.18
22.56515084,5.44407679,362.1441468,8.307464706,47.06952212,13.8735513,Zimbabwe,1970,-0.505,-1.045
5.473910819,7.260017641,268.3500786,2.233266218,43.78969124,22.13520713,Africa Eastern and Southern,1971,-0.483,-0.707
10.58261653,12.63483203,197.1038803,10.23191333,33.51664722,28.3296931,Africa Western and Central,1971,-0.606,-1.131
4.649465361,7.576436769,4193.162374,10.06014751,33.52711904,36.39243428,Andorra,1971,-0.398,-0.747
9.118633965,11.0818852,396.3473072,9.701031771,39.4791717,25.94184553,Arab World,1971,-0.527,-0.953
36.61237785,11.66288272,2728.180358,17.52816676,32.17173426,47.44315926,United Arab Emirates,1971,-0.423,-0.945
5.658131082,4.746050944,12636.51311,8.973734635,38.55201041,28.60609561,Argentina,1971,-0.061,-0.456
4.0006402,6.138107417,3495.141627,10.0794418,35.12063093,37.3349512,Australia,1971,-0.395,-0.687
5.114968585,4.704258138,2380.978458,7.320755265,38.62811028,39.44682643,Austria,1971,-0.368,-0.494
2.746828712,3.85096274,70.58552337,2.597146932,41.89464926,23.75840443,Burundi,1971,-0.506,-0.73
3.98582711,4.343628546,3082.927989,9.899344991,39.45032448,37.32009548,Belgium,1971,-0.347,-0.545
-1.496841826,11.05291634,108.4947186,22.2299105,42.56598071,13.00648622,Benin,1971,-0.594,-1.396
1.413339882,2.06121818,84.5179878,2.983718291,41.72319915,24.09010936,Burkina Faso,1971,-0.505,-0.727
-5.479483027,2900.390334,127.9954527,8.788347657,27.18029761,13.05363412,Bangladesh,1971,-0.813,-1.947
1.607142856,5.789473685,1827.689107,11.27391155,33.62140922,38.13366164,Bahrain,1971,-0.474,-0.789
1.62650874,4.614971827,3108.954374,10.04036279,39.53684718,37.13617922,"Bahamas, The",1971,-0.345,-0.534
3.959441082,16.71566479,479.9269418,9.173750058,31.77592202,26.44342224,Belize,1971,-0.629,-1.163
3.437500001,10.95018558,3866.300366,9.942123983,33.24197765,37.85080915,Bermuda,1971,-0.404,-0.721
5.063336439,3.674614306,231.3576993,2.630311861,41.84782506,23.61822488,Bolivia,1971,-0.502,-0.745
11.34292199,11.75193536,2766.556044,10.16635327,32.17805648,36.83756296,Brazil,1971,-0.471,-0.879
3.912722436,7.469255664,770.8860444,7.730630275,34.74587832,26.09766254,Barbados,1971,-0.575,-1.023
2.677100489,10.61591346,214.642191,19.17158488,42.84109182,11.86268782,Bhutan,1971,-0.592,-1.368
25.82110722,28.68951891,210.9590897,10.26163356,33.33436314,30.29485791,Botswana,1971,-0.602,-1.189
1.130202384,13.21797349,95.41896067,13.6783429,29.27835476,26.94571839,Central African Republic,1971,-0.681,-1.335
4.018844935,2.704918033,4535.393389,10.62832151,42.31502757,37.00317926,Canada,1971,-0.255,-0.419
4.075442437,6.573221119,4834.740494,9.893781516,37.31185758,38.48592575,Switzerland,1971,-0.305,-0.531
9.422686211,20.0522312,1089.310862,13.12562491,32.49241979,29.06732703,Chile,1971,-0.586,-1.177
7.059999999,12.57841691,118.654144,12.12285145,31.84023287,26.27933099,China,1971,-0.648,-1.264
9.456637662,-0.443745436,277.000411,8.708053444,48.42763172,24.0459317,Cote d'Ivoire,1971,-0.413,-0.668
3.479707817,4.014029618,186.6419299,2.589305673,41.08381007,23.54091308,Cameroon,1971,-0.515,-0.764
6.005018067,5.777349826,2058.62918,6.095325652,54.92967943,41.01716281,"Congo, Dem. Rep.",1971,-0.132,0.129
7.753035853,3586.725791,223.6753157,2.403690002,35.58695073,25.66115989,"Congo, Rep.",1971,-0.604,-1.355
5.960727946,11.9402617,365.3459511,2.446927184,37.21143253,24.99738687,Colombia,1971,-0.555,-0.871
6.778505426,3.083048414,565.2875631,2.581850713,42.16705065,31.75700185,Costa Rica,1971,-0.431,-0.528
2.872512446,10.6545077,755.0313523,18.09769977,42.58781801,12.49373484,Caribbean small states,1971,-0.569,-1.32
8.583859012,11.21637948,766.1069507,9.751903296,39.4791717,25.81567858,Cuba,1971,-0.514,-0.941
3.132699738,5.240974483,3192.133616,10.06970421,35.94242872,37.37769684,Germany,1971,-0.393,-0.662
3.004995574,5.869869591,3845.506089,10.08486334,35.34252689,37.65343833,Denmark,1971,-0.376,-0.653
10.87146607,3.580028897,362.2951315,2.024116117,43.64714683,22.8904985,Dominican Republic,1971,-0.478,-0.72
-11.33171917,2.626641651,359.8217989,8.698680754,34.7489936,30.06759866,Algeria,1971,-0.558,-0.86
6.773573611,12.70237239,119.0107021,12.78447167,31.72926064,27.45274666,East Asia & Pacific (excluding high income),1971,-0.643,-1.252
5.781024209,4.195298373,226.7482527,2.77912141,41.84782506,23.42430991,Early-demographic dividend,1971,-0.505,-0.758
5.279263139,7.572273125,346.6660228,2.403690002,43.78969124,22.08347101,East Asia & Pacific,1971,-0.48,-0.708
3.728569443,13.72338813,1550.524295,11.57210255,30.9743674,40.72313066,Europe & Central Asia,1971,-0.507,-0.848
6.292606196,9.52167078,433.6708481,6.409258881,44.89165697,21.7154744,Ecuador,1971,-0.47,-0.774
4.057346327,3.140421714,242.1332786,7.336102021,40.59166851,23.84928508,"Egypt, Arab Rep.",1971,-0.525,-0.884
3.772924963,5.016319433,2496.499911,10.12596654,35.38928273,39.70876065,Euro area,1971,-0.412,-0.652
4.649473687,8.236887149,1362.165524,9.40246311,44.45451954,28.72531285,Spain,1971,-0.397,-0.638
6.526476163,0.536224282,110.8015746,4.05315598,44.33674479,30.12573669,Ethiopia,1971,-0.429,-0.54
3.660883082,5.240974483,2123.199393,11.05606147,34.60493861,40.20585095,European Union,1971,-0.435,-0.7
7.640254172,12.83616747,213.4524653,12.34859183,32.22492277,28.50334733,Fragile and conflict affected situations,1971,-0.625,-1.2
2.356921358,6.475765431,2716.190092,10.28385344,33.28596092,39.70842735,Finland,1971,-0.434,-0.713
6.888986665,9.138193689,460.5006091,2.495087653,39.87258221,30.99531772,Fiji,1971,-0.473,-0.631
5.316839076,5.397518656,3180.33744,9.942585318,36.38735311,36.01994058,France,1971,-0.397,-0.692
2.301575418,14.510257,359.0255562,12.79094118,29.51085761,26.44342224,"Micronesia, Fed. Sts.",1971,-0.671,-1.318
10.25873091,3.863260897,626.0315808,2.195012079,43.44560463,23.01029018,Gabon,1971,-0.47,-0.715
3.504717431,9.444837423,2649.801514,10.24168523,32.52295452,37.33013608,United Kingdom,1971,-0.464,-0.809
2.471331794,12.2344466,2658.957929,11.43889389,29.43852959,37.83730645,Georgia,1971,-0.506,-0.925
5.216124557,9.558823537,266.4636046,7.61691424,45.3896461,22.40936589,Ghana,1971,-0.466,-0.765
5.365818408,18.46861272,836.2564341,8.776731427,31.38190255,26.25398592,Guinea,1971,-0.623,-1.169
-0.065877039,3.05622578,102.3827351,2.743274206,41.50395618,23.95497954,"Gambia, The",1971,-0.508,-0.722
-3.910967458,3019.448857,343.4263313,3.653470781,29.2152339,30.84424913,Guinea-Bissau,1971,-0.649,-1.329
7.841177034,3.289470722,1652.325956,10.70053233,37.92520273,38.56109507,Greece,1971,-0.417,-0.66
13.06085135,11.62570249,1874.295302,10.12614724,33.74679922,37.99488343,Greenland,1971,-0.475,-0.835
5.583754547,-0.453591881,355.0903711,6.575449691,48.10544471,26.38137295,Guatemala,1971,-0.394,-0.545
3.112850844,3129.918517,395.0811314,3.455640105,34.26078603,30.07618573,Guyana,1971,-0.583,-1.223
3.971150248,12.20635902,2683.14346,10.17417745,31.45409812,38.25112582,High income,1971,-0.472,-0.824
7.29300619,12.75201243,1106.469717,12.91827687,30.86139252,28.15204527,"Hong Kong SAR, China",1971,-0.614,-1.237
3.995003607,2.223247942,254.9258047,2.585674679,40.88665586,23.74837529,Honduras,1971,-0.514,-0.767
4.565058075,5060.448496,164.7718593,2.505263928,35.47138598,31.29199767,Heavily indebted poor countries (HIPC),1971,-0.577,-1.377
6.480380501,9.579583282,76.11577907,2.583720833,40.00421048,26.49256668,Haiti,1971,-0.516,-0.752
6.2,12.92327178,604.8731762,9.096859349,32.11324188,25.81237863,Hungary,1971,-0.624,-1.175
6.115484125,3.863260897,272.9822396,2.897899912,42.11249121,23.54389873,IBRD only,1971,-0.498,-0.749
6.151966646,12.92327178,254.7136431,10.36542335,31.96574958,25.50149894,IDA & IBRD total,1971,-0.644,-1.229
6.375758375,12.92327178,162.7422764,12.7450767,31.71101247,26.11717582,IDA total,1971,-0.65,-1.281
10.61410842,12.63483203,185.9845402,10.23191333,33.51664722,28.3296931,IDA blend,1971,-0.606,-1.131
7.023997197,4.233748945,78.86575683,2.41534438,43.63333915,22.72973297,Indonesia,1971,-0.489,-0.718
2.669962749,14.41746686,153.9130302,12.08052603,30.99251472,26.44342224,IDA only,1971,-0.656,-1.259
1.642930375,3.079938684,118.1605289,2.620175252,41.80562284,23.95497954,India,1971,-0.503,-0.72
3.469885646,8.961748634,1703.932183,2.869821397,33.00430155,37.21125633,Ireland,1971,-0.482,-0.659
13.70158299,4.195298373,469.0835554,2.057624349,43.37116798,23.48732409,"Iran, Islamic Rep.",1971,-0.476,-0.73
5.374552534,3.595890411,380.6375126,2.576754346,41.84782506,26.21180128,Iraq,1971,-0.479,-0.676
13.06083765,6.73187453,3252.099178,9.870689961,35.75694813,36.54168736,Iceland,1971,-0.404,-0.747
10.95107097,11.97256816,2284.891878,9.977740356,32.82450464,35.97725289,Israel,1971,-0.486,-0.887
1.818107934,4.791664383,2305.609751,9.053453817,39.97893922,39.8671232,Italy,1971,-0.349,-0.456
2.458073452,5.336179296,816.4077781,2.684942642,39.96960762,23.80550071,Jamaica,1971,-0.505,-0.771
4.698992042,6.395348837,2321.390925,9.479983997,34.16100257,39.96194071,Japan,1971,-0.434,-0.686
